Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
PZ017444,dengue virus type 3,Orthoflavivirus denguei,3,MMC221-2024,2154,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-09-30,2026-02-24,ssRNA(+)
PZ017578,dengue virus type 4,Orthoflavivirus denguei,4,MMC141-2024,1584,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017579,dengue virus type 2,Orthoflavivirus denguei,2,MMC4-2024,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017580,dengue virus type 2,Orthoflavivirus denguei,2,MMC18-2024,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017581,dengue virus type 2,Orthoflavivirus denguei,2,MMC26-2024,1485,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017582,dengue virus type 2,Orthoflavivirus denguei,2,MMC106-2024,1713,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017583,dengue virus type 2,Orthoflavivirus denguei,2,MMC116-2024,1591,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017584,dengue virus type 2,Orthoflavivirus denguei,2,MMC131-2024,1664,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017585,dengue virus type 2,Orthoflavivirus denguei,2,MMC134-2024,1541,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017586,dengue virus type 2,Orthoflavivirus denguei,2,MMC138-2024,1542,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017587,dengue virus type 2,Orthoflavivirus denguei,2,MMC140-2024,1669,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017588,dengue virus type 2,Orthoflavivirus denguei,2,MMC149-2024,1673,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2024-10-31,2026-02-24,ssRNA(+)
PZ017589,dengue virus type 2,Orthoflavivirus denguei,2,MMC208-2024,1631,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-09-30,2026-02-24,ssRNA(+)
PZ017590,dengue virus type 2,Orthoflavivirus denguei,2,MMC213-2024,1631,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-09-30,2026-02-24,ssRNA(+)
PZ017591,dengue virus type 2,Orthoflavivirus denguei,2,MMC217-2024,1631,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-09-30,2026-02-24,ssRNA(+)
PZ017592,dengue virus type 2,Orthoflavivirus denguei,2,MMC227-2024,1631,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-11-30,2026-02-24,ssRNA(+)
PZ017593,dengue virus type 2,Orthoflavivirus denguei,2,MMC229-2024,1631,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-11-30,2026-02-24,ssRNA(+)
PZ017594,dengue virus type 2,Orthoflavivirus denguei,2,MMC232-2024,1634,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Aung,M.S., Kobayashi,N.",2025-11-30,2026-02-24,ssRNA(+)
PX701199,dengue virus type 2,Orthoflavivirus denguei,2,Q2394,10655,partial,Bangladesh,Bangladesh,Homo sapiens,blood,"Rueca,M., Gruber,C.E.M., Specchiarello,E., Maggi,F., Chillemi,G., Carletti,F.",2024-08-01,2025-12-20,ssRNA(+)
PQ621312,dengue virus type 2,Orthoflavivirus denguei,2,S20/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621313,dengue virus type 2,Orthoflavivirus denguei,2,S18/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621314,dengue virus type 2,Orthoflavivirus denguei,2,S16/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621315,dengue virus type 2,Orthoflavivirus denguei,2,S15/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621316,dengue virus type 2,Orthoflavivirus denguei,2,S14/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621317,dengue virus type 2,Orthoflavivirus denguei,2,S13/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621318,dengue virus type 2,Orthoflavivirus denguei,2,S12/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621319,dengue virus type 2,Orthoflavivirus denguei,2,S11/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621320,dengue virus type 2,Orthoflavivirus denguei,2,S10/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621321,dengue virus type 2,Orthoflavivirus denguei,2,S9/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621322,dengue virus type 2,Orthoflavivirus denguei,2,S8/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621323,dengue virus type 2,Orthoflavivirus denguei,2,S7/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621324,dengue virus type 2,Orthoflavivirus denguei,2,S6/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621325,dengue virus type 2,Orthoflavivirus denguei,2,S5/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621326,dengue virus type 2,Orthoflavivirus denguei,2,S4/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621327,dengue virus type 2,Orthoflavivirus denguei,2,S3/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621328,dengue virus type 2,Orthoflavivirus denguei,2,S2/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621329,dengue virus type 2,Orthoflavivirus denguei,2,S1/DENV-2,150,partial,Bangladesh: Barishal,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-06,2025-01-07,ssRNA(+)
PQ621330,dengue virus type 2,Orthoflavivirus denguei,2,C7/DENV-2,150,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-11,2025-01-07,ssRNA(+)
PQ621331,dengue virus type 2,Orthoflavivirus denguei,2,C6/DENV-2,150,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-11,2025-01-07,ssRNA(+)
PQ621332,dengue virus type 2,Orthoflavivirus denguei,2,C4/DENV-2,150,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-11,2025-01-07,ssRNA(+)
PQ621333,dengue virus type 2,Orthoflavivirus denguei,2,C3/DENV-2,150,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-11,2025-01-07,ssRNA(+)
PQ621334,dengue virus type 2,Orthoflavivirus denguei,2,C2/DENV-2,150,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-11,2025-01-07,ssRNA(+)
PQ621335,dengue virus type 2,Orthoflavivirus denguei,2,C1/DENV-2,150,partial,Bangladesh: Chattogram,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-11,2025-01-07,ssRNA(+)
PQ621336,dengue virus type 2,Orthoflavivirus denguei,2,B34/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621337,dengue virus type 2,Orthoflavivirus denguei,2,B33/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621338,dengue virus type 2,Orthoflavivirus denguei,2,B32/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621339,dengue virus type 2,Orthoflavivirus denguei,2,B31/DENV-2,151,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621340,dengue virus type 2,Orthoflavivirus denguei,2,B29/DENV-2,151,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621341,dengue virus type 2,Orthoflavivirus denguei,2,B26/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621342,dengue virus type 2,Orthoflavivirus denguei,2,B24/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621343,dengue virus type 2,Orthoflavivirus denguei,2,B22/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
PQ621344,dengue virus type 2,Orthoflavivirus denguei,2,B18/DENV-2,150,partial,Bangladesh: Cumilla,Bangladesh,Homo sapiens,blood,"Akter,L., Rakib,T.M., Rana,E.A., Alam,M., Khalil,I., Kabir,A.A., Biswas,R.S., Matsumoto,Y., Chowdhury,S., Kohara,K.-T.",2023-07,2025-01-07,ssRNA(+)
